0.507559553,-0.861616678,-0.866942067,0.594282725,-0.804256205,-0.772031539,0.86855236,-0.495597416,-0.944887825,-51.31166534,-52.39496002,-196.1720886,0.6518521,0.40292966,-0.08528719,0.63675947
0.660675446,-0.750671669,-0.800997069,0.583173443,-0.812347669,-0.497484631,0.671014363,-0.74144435,-0.893969466,-50.6923172,-60.80919876,-208.3822723,0.59886351,0.3719772,-0.12354382,0.6983784
0.525282924,-0.850927641,-0.806647767,0.688046548,-0.725666554,-0.968326578,0.687651271,-0.726041135,-0.860976606,-45.19844131,-62.60855331,-201.3952515,0.6115807,0.38990961,-0.08529843,0.6831279
0.852582004,-0.522593463,-0.814029384,0.587537416,-0.809197,-0.88634299,0.554124568,-0.832433759,-0.853807904,-47.43951645,-65.99701233,-207.153421,0.52757616,0.28914421,-0.09706389,0.79286671
0.554372383,-0.832268743,-0.649334118,0.560956153,-0.827845514,0.086854885,0.586512103,-0.809940463,-0.885646453,-51.3065773,-58.61316528,-219.8313477,0.61688952,0.33181828,-0.19466933,0.68662057
0.560170368,-0.828377425,-0.696677125,0.531706952,-0.846928402,-0.178905198,0.702715404,-0.711471055,-0.987196521,-48.11533203,-58.14018784,-212.0979889,0.62084367,0.37218502,-0.15286373,0.67280318
0.930231475,-0.366973301,-0.940546478,0.817455558,-0.575991676,-0.954061008,0.908209106,-0.41851669,-0.973284038,-50.99375305,-35.60080872,-181.5959381,0.61850745,0.25452365,0.04492436,0.74205663
0.98770479,0.156330571,-0.952200437,0.818213611,-0.57491433,-0.992081437,0.787202039,-0.616695184,-0.964698056,-53.824823,-39.43375473,-183.8917542,0.49422641,0.13505651,0.0799298,0.85505042
0.50457075,-0.863370348,-0.770006148,0.85719012,-0.515000095,-0.898729522,0.720307727,-0.693654654,-0.655508926,-47.36740036,-51.99324188,-198.2549255,0.6580295,0.36325719,-0.07282656,0.6555438
0.735701537,-0.677305875,-0.713133131,0.614818375,-0.78866873,-0.796674453,0.600101881,-0.799923579,-0.671894581,-45.20839844,-61.54929962,-208.561615,0.57767074,0.32996089,-0.11706517,0.73737242
0.880733893,-0.473611455,-0.856480196,0.989904586,-0.141735358,-0.950082725,0.516953972,-0.856013195,-0.948416471,-48.71582489,-48.21255417,-191.3264801,0.60050715,0.23508212,0.02325291,0.76392857
0.614342545,-0.789039439,-0.775074013,0.696067857,-0.717976002,-0.925696913,0.862561809,-0.505951703,-0.834143656,-44.32299728,-48.7557724,-192.4371521,0.65613487,0.36078808,-0.05513393,0.66051438
0.972205113,0.234130773,-0.789891557,0.674493271,-0.738280995,-0.341475204,0.594688353,-0.803956319,-0.955760645,-52.98733749,-52.7966629,-205.0102448,0.48986206,0.16319375,-0.05268162,0.85476758
0.582955294,-0.812504231,-0.603393343,0.537577968,-0.843214046,-0.067116491,0.733257039,-0.679951553,-0.854025979,-46.15249557,-53.47833023,-212.2369537,0.63822758,0.3409082,-0.16060027,0.6713082
0.693321897,-0.720628023,-0.748080828,0.52473979,-0.851262682,-0.677027005,0.959958228,-0.280143178,-0.924047344,-46.62137299,-41.23122635,-193.611496,0.66936578,0.36277277,-0.07600875,0.64386959
0.507921339,-0.861403456,-0.752651664,0.95158757,-0.307377776,-0.803823892,0.787594738,-0.61619358,-0.492082369,-50.34054718,-41.30271835,-197.0912293,0.70416299,0.33928817,-0.06616616,0.62020969
0.614660271,-0.788791957,-0.563849028,0.641273049,-0.767312764,0.035914835,0.541568808,-0.840656426,-0.664222931,-48.47866898,-54.38348465,-220.4443176,0.61988414,0.31884299,-0.17366968,0.69564477
0.909193379,-0.41637411,-0.799724623,0.588176299,-0.808732738,-0.320305202,0.997887106,0.064971721,-0.999751234,-54.80893936,-18.27117577,-190.2808746,0.71224407,0.26835576,-0.02556087,0.6481051
0.88205112,-0.471153713,-0.631454554,0.549431204,-0.835538959,0.114105667,0.749257247,-0.662279078,-0.917011538,-50.55312729,-48.96942139,-210.6009094,0.62610885,0.27546747,-0.14872187,0.71413387
0.881214394,-0.47271682,-0.81996312,0.648418451,-0.761284121,-0.726512344,0.997213555,-0.074599766,-0.809737632,-51.98586197,-23.13932953,-186.8236755,0.7050532,0.26974633,0.01350616,0.65570914
0.619316196,-0.785141675,-0.69386663,0.914405217,-0.404800073,-0.634643972,0.532482154,-0.84644123,-0.770755092,-44.61734085,-56.21441727,-205.2007965,0.62476837,0.33204891,-0.07554626,0.70263843
0.96213124,-0.272586641,-0.728844119,0.880552617,-0.473948402,-0.128028584,0.642227353,-0.766514205,-0.919977367,-51.75285187,-44.54816818,-203.0338257,0.590924,0.21384103,-0.04744544,0.77642113
